mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1
102	102	404	404	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	913	ri-
102	102	405	405	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	914	-le-
102	102	406	406	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	915	-gen-
102	102	407	407	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	916	-do
102	102	404	404	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	917	ri-
102	102	405	405	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	918	-le-
102	102	406	406	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	919	-gen-
102	102	407	407	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	920	-do
103	103	408	408	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	921	poi
103	103	410	410	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	922	le
103	103	411	411	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	923	pro-
103	103	408	408	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	924	poi
103	103	410	410	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	925	le
103	103	411	411	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	926	pro-
103	103	408	408	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	927	poi
103	103	410	410	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	928	le
103	103	411	411	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	929	pro-
103	103	408	408	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	930	poi
103	103	410	410	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	931	le
103	103	411	411	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	932	pro-
103	103	408	408	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	933	poi
103	103	410	410	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	934	le
103	103	411	411	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	935	pro-
104	104	412	412	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	936	
104	104	413	413	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	937	-prie
104	104	414	414	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	938	no-
104	104	412	412	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	939	
104	104	413	413	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	940	-prie
104	104	414	414	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	941	no-
104	104	412	412	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	942	
104	104	413	413	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	943	-prie
104	104	414	414	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	944	no-
104	104	412	412	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	945	
104	104	413	413	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	946	-prie
104	104	414	414	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	947	no-
104	104	831/2	831/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	948	
104	104	412	412	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	949	
104	104	413	413	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	950	-prie
104	104	414	414	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	951	no-
105	105	416	416	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	952	-te
105	105	419	419	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	953	Spar-
105	105	416	416	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	954	-te
105	105	419	419	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	955	Spar-
105	105	416	416	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	956	-te
105	105	419	419	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	957	Spar-
105	105	416	416	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	958	
105	105	418	418	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	959	-te
105	105	419	419	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	960	Spar-
105	105	416	416	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	961	-te
105	105	419	419	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	962	Spar-
106	106	420	420	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	963	-gea
106	106	422	422	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	964	in
106	106	420	420	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	965	-gea
106	106	422	422	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	966	in
106	106	420	420	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	967	-gea
106	106	422	422	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	968	in
106	106	420	420	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	969	-gea
106	106	422	422	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	970	in
106	106	420	420	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	971	-gea
106	106	422	422	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	972	in
107	107	424	424	4.0	0	0	Chord	4/4	1	1	1	1	1	973	pian-
107	107	424	424	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	974	pian-
107	107	427	427	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	975	-to
107	107	424	424	4.0	0	0	Chord	4/4	3	1	1	1	1	976	pian-
107	107	424	424	4.0	0	0	Chord	4/4	4	1	1	1	1	977	pian-
107	107	424	424	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	978	pian-
107	107	427	427	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	979	-to
108	108	428	428	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	980	-to
108	108	430	430	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	981	le
108	108	431	431	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	982	ver-
108	108	428	428	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	983	le
108	108	429	429	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	984	ver-
108	108	430	430	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	985	-mi-
108	108	428	428	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	986	-to
108	108	430	430	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	987	le
108	108	431	431	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	988	ver-
108	108	428	428	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	989	-to
108	108	430	430	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	990	le
108	108	431	431	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	991	ver-
108	108	428	428	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	992	le
108	108	430	430	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	993	ver-
109	109	432	432	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	994	-mi-
109	109	434	434	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	995	-glie
109	109	432	432	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	996	
109	109	433	433	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	997	-glie
109	109	434	434	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	998	no-
109	109	432	432	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	999	-mi-
109	109	435	435	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1000	-glie
109	109	432	432	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1001	-mi-
109	109	434	434	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1002	-glie
109	109	432	432	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	1003	-mi-
109	109	435	435	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1004	-glie
110	110	436	436	4.0	0	0	Chord	4/4	1	1	1	1	1	1005	no-
110	110	436	436	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1006	
110	110	438	438	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1007	
110	110	436	436	4.0	0	0	Chord	4/4	3	1	1	1	1	1008	no-
110	110	436	436	4.0	0	0	Chord	4/4	4	1	1	1	1	1009	no-
110	110	436	436	4.0	0	0	Chord	4/4	5	1	1	1	1	1010	no-
111	111	440	440	8.0	0	0	Chord	4/4	1	1	2	2	1	1011	-te.
111	111	440	440	8.0	0	0	Chord	4/4	2	1	2	2	1	1012	-te.
111	111	440	440	8.0	0	0	Chord	4/4	3	1	2	2	1	1013	-te.
111	111	440	440	8.0	0	0	Chord	4/4	4	1	2	2	1	1014	-te.
111	111	440	440	8.0	0	0	Chord	4/4	5	1	2	2	1	1015	-te.
