mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1
7	7	48	48	6.0	0	0	Chord	4/4	3	1	3/2	1	3/2	69	-dre
7	7	54	54	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	70	de'
8	8	60	60	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	71	D'her-
8	8	62	62	1.0	3/2	3/2	Chord	4/4	1	1	1/4	1/4	1	72	-be
8	8	63	63	1.0	7/4	7/4	Chord	4/4	1	1	1/4	1/4	1	73	no-
8	8	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	74	gio-
8	8	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	75	-ven-
8	8	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	76	-tù
8	8	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	77	de
8	8	60	60	4.0	1	1	Chord	4/4	2	1	1	1	1	78	l'an-
8	8	56	56	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	79	fio-
8	8	57	57	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	80	
8	8	58	58	4.0	1/2	1/2	Chord	4/4	3	1	1	1	1	81	
8	8	62	62	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	82	
9	9	64	64	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	83	-vel-
9	9	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	84	-le_e
9	9	68	68	1.0	1	1	Chord	4/4	1	1	1/4	1/4	1	85	di
9	9	69	69	1.0	5/4	5/4	Chord	4/4	1	1	1/4	1/4	1	86	no-
9	9	70	70	1.0	3/2	3/2	Chord	4/4	1	1	1/4	1/4	1	87	-vel-
9	9	71	71	1.0	7/4	7/4	Chord	4/4	1	1	1/4	1/4	1	88	-li_a-
9	9	64	64	4.0	0	0	Chord	4/4	2	1	1	1	1	89	-no
9	9	68	68	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	90	Bel-
9	9	70	70	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	91	-la
9	9	64	64	4.0	0	0	Chord	4/4	3	1	1	1	1	92	-ri
9	9	64	64	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	93	D'her-
9	9	66	66	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	94	-be
9	9	67	67	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	95	no-
9	9	68	68	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	96	-vel-
9	9	70	70	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	97	-le
10	10	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	98	-mo-
10	10	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	99	-ri
10	10	72	72	4.0	0	0	Chord	4/4	2	1	1	1	1	100	ma-
10	10	76	76	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	101	-dre
10	10	78	78	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	102	de'
10	10	72	72	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	103	D'her-
10	10	74	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	104	-be
10	10	75	75	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	105	no-
10	10	76	76	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	106	-vel-
10	10	78	78	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	107	-le_e
10	10	72	72	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	108	D'her-
10	10	74	74	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	109	-be
10	10	75	75	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	110	no-
10	10	76	76	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	111	-vel-
10	10	78	78	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	112	-le_e
11	11	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	113	fio-
11	11	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	114	
11	11	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	115	
11	11	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	116	
11	11	84	84	4.0	1	1	Chord	4/4	2	1	1	1	1	117	
11	11	80	80	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	118	di
11	11	81	81	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	119	no-
11	11	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	120	-vel-
11	11	83	83	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	121	-li_a-
11	11	84	84	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	122	-mo-
11	11	86	86	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	123	-ri
11	11	80	80	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	124	di
11	11	81	81	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	125	no-
11	11	82	82	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	126	-vel-
11	11	83	83	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	127	-li_a-
11	11	84	84	4.0	1	1	Chord	4/4	4	1	1	1	1	128	-mo-
12	12	88	88	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	129	O
12	12	90	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	130	pri-
12	12	91	91	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	131	-ma-
12	12	92	92	3.0	1	1	Chord	4/4	1	1	3/4	1/2	3/2	132	-ve-
12	12	95	95	1.0	7/4	7/4	Chord	4/4	1	1	1/4	1/4	1	133	-ra
12	12	88	88	8.0	0	0	Chord	4/4	2	1	2	2	1	134	-ri
12	12	88	88	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	135	O
12	12	90	90	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	136	pri-
12	12	91	91	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	137	-ma-
12	12	92	92	3.0	1	1	Chord	4/4	3	1	3/4	1/2	3/2	138	-ve-
12	12	95	95	1.0	7/4	7/4	Chord	4/4	3	1	1/4	1/4	1	139	-ra
12	12	88	88	8.0	0	0	Chord	4/4	4	1	2	2	1	140	-ri
13	13	96	96	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	141	gio-
13	13	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	142	-ven-
13	13	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	143	-tù
13	13	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	144	de
13	13	100	100	4.0	1	1	Chord	4/4	1	1	1	1	1	145	l'an-
13	13	96	96	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	146	gio-
13	13	97	97	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	147	-ven-
13	13	98	98	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	148	-tù
13	13	99	99	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	149	de
13	13	100	100	4.0	1	1	Chord	4/4	3	1	1	1	1	150	l'an-
13	13	100	100	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	151	Bel-
13	13	102	102	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	152	-la
13	13	100	100	2.0	1	1	Chord	4/4	5	1	1/2	1/2	1	153	Bel-
13	13	102	102	2.0	3/2	3/2	Chord	4/4	5	1	1/2	1/2	1	154	-la
14	14	104	104	8.0	0	0	Chord	4/4	1	1	2	2	1	155	-no
14	14	104	104	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	156	O
14	14	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	157	pri-
14	14	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	158	-ma-
14	14	108	108	3.0	1	1	Chord	4/4	2	1	3/4	1/2	3/2	159	-ve-
14	14	111	111	1.0	7/4	7/4	Chord	4/4	2	1	1/4	1/4	1	160	-ra
14	14	104	104	4.0	0	0	Chord	4/4	3	1	1	1	1	161	-no
14	14	104	104	4.0	0	0	Chord	4/4	4	1	1	1	1	162	ma-
14	14	108	108	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	163	-dre
14	14	110	110	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	164	de'
14	14	104	104	4.0	0	0	Chord	4/4	5	1	1	1	1	165	ma-
14	14	108	108	4.0	1	1	Chord	4/4	5	1	1	1	1	166	-dre
15	15	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	167	gio-
15	15	113	113	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	168	-ven-
15	15	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	169	-tù
15	15	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	170	de
15	15	116	116	4.0	1	1	Chord	4/4	2	1	1	1	1	171	l'an-
15	15	112	112	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	172	fio-
15	15	113	113	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	173	
15	15	114	114	4.0	1/2	1/2	Chord	4/4	4	1	1	1	1	174	
15	15	118	118	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	175	
15	15	112	112	4.0	0	0	Chord	4/4	5	1	1	1	1	176	de'
15	15	116	116	4.0	1	1	Chord	4/4	5	1	1	1	1	177	fio-
16	16	120	120	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	178	Bel-
16	16	122	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	179	-la
16	16	124	124	4.0	1	1	Chord	4/4	1	1	1	1	1	180	ma-
16	16	120	120	8.0	0	0	Chord	4/4	2	1	2	2	1	181	-no
16	16	120	120	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	182	Bel-
16	16	122	122	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	183	-la
16	16	124	124	4.0	1	1	Chord	4/4	3	1	1	1	1	184	ma-
16	16	120	120	4.0	0	0	Chord	4/4	4	1	1	1	1	185	-ri
16	16	120	120	4.0	0	0	Chord	4/4	5	1	1	1	1	186	-ri
16	16	124	124	2.0	1	1	Chord	4/4	5	1	1/2	1/2	1	187	O
16	16	126	126	1.0	3/2	3/2	Chord	4/4	5	1	1/4	1/4	1	188	pri-
16	16	127	127	1.0	7/4	7/4	Chord	4/4	5	1	1/4	1/4	1	189	-ma-
17	17	128	128	4.0	0	0	Chord	4/4	1	1	1	1	1	190	-dre
17	17	132	132	4.0	1	1	Chord	4/4	1	1	1	1	1	191	Bel-
17	17	128	128	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	192	-dre
17	17	130	130	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	193	de'
17	17	132	132	4.0	1	1	Chord	4/4	3	1	1	1	1	194	fio-
17	17	128	128	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	195	-ve-
17	17	131	131	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	196	-ra
17	17	132	132	1.0	1	1	Chord	4/4	5	1	1/4	1/4	1	197	gio-
17	17	133	133	1.0	5/4	5/4	Chord	4/4	5	1	1/4	1/4	1	198	-ven-
17	17	134	134	1.0	3/2	3/2	Chord	4/4	5	1	1/4	1/4	1	199	-tù
17	17	135	135	1.0	7/4	7/4	Chord	4/4	5	1	1/4	1/4	1	200	de
18	18	136	136	4.0	0	0	Chord	4/4	1	1	1	1	1	201	-la
18	18	140	140	4.0	1	1	Chord	4/4	1	1	1	1	1	202	ma-
18	18	136	136	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	203	Bel-
18	18	138	138	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	204	-la
18	18	140	140	4.0	1	1	Chord	4/4	2	1	1	1	1	205	ma-
18	18	136	136	4.0	0	0	Chord	4/4	3	1	1	1	1	206	
18	18	140	140	4.0	1	1	Chord	4/4	3	1	1	1	1	207	-ri
18	18	136	136	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	208	D'her-
18	18	138	138	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	209	-be
18	18	139	139	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	210	no-
18	18	140	140	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	211	-vel-
18	18	142	142	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	212	-le_e
18	18	136	136	4.0	0	0	Chord	4/4	5	1	1	1	1	213	l'an-
18	18	140	140	4.0	1	1	Chord	4/4	5	1	1	1	1	214	-no
19	19	144	144	4.0	0	0	Chord	4/4	1	1	1	1	1	215	-dre
19	19	148	148	4.0	1	1	Chord	4/4	1	1	1	1	1	216	de'
19	19	144	144	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	217	-dre
19	19	146	146	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	218	de'
19	19	148	148	1.0	1	1	Chord	4/4	2	1	1/4	1/4	1	219	fio-
19	19	149	149	1.0	5/4	5/4	Chord	4/4	2	1	1/4	1/4	1	220	
19	19	150	150	2.0	3/2	3/2	Chord	4/4	2	1	1/2	1/2	1	221	
19	19	144	144	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	222	di
19	19	145	145	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	223	no-
19	19	146	146	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	224	-vel-
19	19	147	147	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	225	-li_a-
19	19	148	148	3.0	1	1	Chord	4/4	4	1	3/4	1/2	3/2	226	-mo-
19	19	151	151	1.0	7/4	7/4	Chord	4/4	4	1	1/4	1/4	1	227	
20	20	152	152	4.0	0	0	Chord	4/4	1	1	1	1	1	228	fio-
20	20	156	156	4.0	1	1	Chord	4/4	1	1	1	1	1	229	-ri
20	20	152	152	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	230	
20	20	154	154	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	231	
20	20	156	156	4.0	1	1	Chord	4/4	2	1	1	1	1	232	-ri
20	20	152	152	4.0	0	0	Chord	4/4	4	1	1	1	1	233	
20	20	156	156	4.0	1	1	Chord	4/4	4	1	1	1	1	234	-ri
20	20	152	152	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	235	Bel-
20	20	154	154	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	236	-la
20	20	156	156	4.0	1	1	Chord	4/4	5	1	1	1	1	237	ma-
21	21	160	160	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	238	d'her-
21	21	162	162	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	239	-be
21	21	163	163	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	240	no-
21	21	164	164	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	241	-vel-
21	21	166	166	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	242	-le_e
21	21	160	160	4.0	0	0	Chord	4/4	2	1	1	1	1	243	
21	21	164	164	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	244	Bel-
21	21	166	166	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	245	-la
21	21	160	160	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	246	-dre
21	21	162	162	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	247	de'
21	21	164	164	4.0	1	1	Chord	4/4	5	1	1	1	1	248	fio-
22	22	168	168	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	249	di
22	22	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	250	no-
22	22	170	170	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	251	-vel-
22	22	171	171	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	252	-li_a-
22	22	172	172	4.0	1	1	Chord	4/4	1	1	1	1	1	253	-mo-
22	22	172	172	2.0	1	1	Chord	4/4	2	1	1/2	1/2	1	254	D'her-
22	22	174	174	1.0	3/2	3/2	Chord	4/4	2	1	1/4	1/4	1	255	-be
22	22	175	175	1.0	7/4	7/4	Chord	4/4	2	1	1/4	1/4	1	256	no-
22	22	168	168	4.0	0	0	Chord	4/4	3	1	1	1	1	257	ma-
22	22	172	172	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	258	-dre
22	22	174	174	2.0	3/2	3/2	Chord	4/4	3	1	1/2	1/2	1	259	de'
22	22	168	168	4.0	0	0	Chord	4/4	5	1	1	1	1	260	-ri
23	23	176	176	4.0	0	0	Chord	4/4	1	1	1	1	1	261	-ri
23	23	176	176	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	262	-vel-
23	23	178	178	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	263	-le_e
23	23	180	180	1.0	1	1	Chord	4/4	2	1	1/4	1/4	1	264	di
23	23	181	181	1.0	5/4	5/4	Chord	4/4	2	1	1/4	1/4	1	265	no-
23	23	182	182	1.0	3/2	3/2	Chord	4/4	2	1	1/4	1/4	1	266	-vel-
23	23	183	183	1.0	7/4	7/4	Chord	4/4	2	1	1/4	1/4	1	267	-li_a-
23	23	176	176	8.0	0	0	Chord	4/4	3	1	2	2	1	268	fio-
23	23	176	176	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	269	D'her-
23	23	178	178	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	270	-be
23	23	179	179	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	271	no-
23	23	180	180	2.0	1	1	Chord	4/4	4	1	1/2	1/2	1	272	-vel-
23	23	182	182	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	273	-le_e
23	23	180	180	2.0	1	1	Chord	4/4	5	1	1/2	1/2	1	274	D'her-
23	23	182	182	1.0	3/2	3/2	Chord	4/4	5	1	1/4	1/4	1	275	-be
23	23	183	183	1.0	7/4	7/4	Chord	4/4	5	1	1/4	1/4	1	276	no-
24	24	184	184	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	277	-mo-
24	24	185	185	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	278	
24	24	186	186	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	279	
24	24	187	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	280	
24	24	188	188	3.0	1	1	Chord	4/4	2	1	3/4	1/2	3/2	281	
24	24	191	191	1.0	7/4	7/4	Chord	4/4	2	1	1/4	1/4	1	282	
24	24	184	184	4.0	0	0	Chord	4/4	3	1	1	1	1	283	-ri
24	24	184	184	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	284	di
24	24	185	185	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	285	no-
24	24	186	186	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	286	-vel-
24	24	187	187	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	287	-li_a-
24	24	188	188	1.0	1	1	Chord	4/4	4	1	1/4	1/4	1	288	-mo-
24	24	189	189	1.0	5/4	5/4	Chord	4/4	4	1	1/4	1/4	1	289	
24	24	190	190	2.0	3/2	3/2	Chord	4/4	4	1	1/2	1/2	1	290	
24	24	184	184	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	291	-vel-
24	24	186	186	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	292	-le_e
24	24	188	188	1.0	1	1	Chord	4/4	5	1	1/4	1/4	1	293	di
24	24	189	189	1.0	5/4	5/4	Chord	4/4	5	1	1/4	1/4	1	294	no-
24	24	190	190	1.0	3/2	3/2	Chord	4/4	5	1	1/4	1/4	1	295	-vel-
24	24	191	191	1.0	7/4	7/4	Chord	4/4	5	1	1/4	1/4	1	296	-li_a-
25	25	192	192	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	297	D'her-
25	25	194	194	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	298	-be
25	25	195	195	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	299	no-
25	25	196	196	2.0	1	1	Chord	4/4	1	1	1/2	1/2	1	300	-vel-
25	25	198	198	2.0	3/2	3/2	Chord	4/4	1	1	1/2	1/2	1	301	-le
25	25	192	192	4.0	0	0	Chord	4/4	2	1	1	1	1	302	
25	25	196	196	4.0	1	1	Chord	4/4	2	1	1	1	1	303	-ri
25	25	192	192	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	304	D'her-
25	25	194	194	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	305	-be
25	25	195	195	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	306	no-
25	25	196	196	2.0	1	1	Chord	4/4	3	1	1/2	1/2	1	307	-vel-
