mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	slur	TextLine
114	114	454	454	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1437	fi-		
114	114	455	455	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1438	-li-		
114	114	452	452	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1439	-rum		
114	114	453	453	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1440	læ-		
114	114	454	454	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1441	-tan-	77	
114	114	909/2	909/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1442		77	
114	114	455	455	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1443		77	
114	114	911/2	911/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1444		77	
114	114	452	452	4.0	0	0	Chord	4/4	3	1	1	1	1	1445	-o-		
114	114	452	452	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1446			
114	114	454	454	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1447	-tem		
114	114	452	452	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1448			
114	114	454	454	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1449	-tem		
115	115	456	456	4.0	0	0	Chord	4/4	1	1	1	1	1	1450	-o-		
115	115	456	456	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1451		77	
115	115	915/2	915/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1452		77	
115	115	458	458	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1453		77	
115	115	917/2	917/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1454		77	
115	115	459	459	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1455		77	
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1456		77	
115	115	456	456	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1457	-rum		
115	115	457	457	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1458	læ-		
115	115	458	458	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1459	-tan-	78	
115	115	917/2	917/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1460		78	
115	115	459	459	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1461		78	
115	115	919/2	919/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1462		78	
116	116	460	460	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1463	-rum		
116	116	461	461	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1464	læ-		
116	116	462	462	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1465	-tan-	79	
116	116	925/2	925/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1466		79	
116	116	463	463	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1467		79	
116	116	927/2	927/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1468		79	
116	116	460	460	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1469			
116	116	462	462	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1470	-tem		
116	116	460	460	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1471			
116	116	462	462	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1472	-tem		
116	116	461	461	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1473	læ-		
116	116	462	462	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1474	-tan-	80	
116	116	925/2	925/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1475		80	
116	116	463	463	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1476		80	
116	116	927/2	927/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1477		80	
116	116	460	460	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1478	ma-		
116	116	461	461	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1479	-trem-		
116	116	462	462	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1480	-fi-		
116	116	463	463	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1481	-li-		
117	117	464	464	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1482			
117	117	466	466	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1483	-tem		
117	117	465	465	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1484	læ-		
117	117	466	466	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1485	-tan-	81	
117	117	933/2	933/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1486		81	
117	117	467	467	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1487		81	
117	117	935/2	935/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1488		81	
117	117	465	465	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1489	læ-		
117	117	466	466	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	1490	-tan-	82	
117	117	933/2	933/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	1491		82	
117	117	467	467	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	1492		82	
117	117	935/2	935/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	1493		82	
117	117	464	464	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1494			
117	117	466	466	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1495	-tem		
117	117	464	464	4.0	0	0	Chord	4/4	5	1	1	1	1	1496	-o-		
118	118	469	469	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1497	læ-		
118	118	470	470	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1498	-tan-	83	
118	118	941/2	941/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1499		83	
118	118	471	471	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1500		83	
118	118	943/2	943/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1501		83	
118	118	468	468	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1502		81	
118	118	470	470	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1503		81	
118	118	468	468	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1504		82	
118	118	470	470	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	1505			
118	118	468	468	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1506	-rum		
118	118	469	469	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1507	læ-		
118	118	470	470	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	1508	-tan-	84	
118	118	941/2	941/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	1509		84	
118	118	471	471	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	1510		84	
118	118	943/2	943/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1511		84	
119	119	472	472	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1512	-­-	83	
119	119	474	474	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1513			
119	119	472	472	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1514	-­-	81	
119	119	474	474	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1515			
119	119	472	472	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1516	-­tem		
119	119	473	473	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1517	læ-		
119	119	474	474	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1518	-tan-	85	
119	119	949/2	949/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1519		85	
119	119	475	475	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1520		85	
119	119	951/2	951/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1521		85	
119	119	472	472	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	1522	-­-	84	
119	119	947/2	947/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	1523		84	
119	119	474	474	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	1524		84	
119	119	949/2	949/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	1525		84	
119	119	475	475	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	1526		84	
119	119	951/2	951/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	1527		84	
120	120	476	476	4.0	0	0	Chord	4/4	1	1	1	1	1	1528	-tem		
120	120	476	476	4.0	0	0	Chord	4/4	2	1	1	1	1	1529	-tem		
120	120	476	476	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	1530		85	
120	120	955/2	955/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	1531		85	
120	120	478	478	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	1532		85	
120	120	957/2	957/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	1533		85	
120	120	479	479	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	1534		85	
120	120	959/2	959/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	1535		85	
120	120	476	476	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1536			
120	120	478	478	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	1537	-tem		
121	121	480	480	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1538	ma-		
121	121	481	481	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1539	-trem		
121	121	482	482	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1540	fi-		
121	121	483	483	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1541	-li-		
121	121	480	480	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1542	ma-		
121	121	481	481	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1543	-trem		
121	121	482	482	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1544	fi-		
121	121	483	483	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1545	-li-		
121	121	480	480	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	1546	ma-		
121	121	481	481	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	1547	-trem		
121	121	482	482	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1548	fi-		
121	121	483	483	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1549	-li-		
121	121	480	480	4.0	0	0	Chord	4/4	4	1	1	1	1	1550			
121	121	480	480	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	1551	ma-		
121	121	481	481	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	1552	-trem		
121	121	482	482	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1553	fi-		
121	121	483	483	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1554	-li-		
122	122	484	484	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1555	-o-		
122	122	486	486	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1556	-rum		
122	122	487	487	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1557	læ-		
122	122	484	484	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1558	-o-		
122	122	486	486	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1559	-rum		
122	122	487	487	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1560	læ-		
122	122	484	484	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	1561	-o-		
122	122	486	486	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	1562	-rum		
122	122	487	487	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	1563	læ-		
122	122	484	484	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	1564	-tem		
122	122	485	485	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	1565	læ-		
122	122	486	486	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1566	-tan-	86	
122	122	484	484	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	1567	-o-		
122	122	486	486	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	1568	-rum		
122	122	487	487	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	1569	læ-		
123	123	488	488	4.0	0	0	Chord	4/4	1	1	1	1	1	1570	-tan-		
123	123	488	488	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1571	-tan-		
123	123	490	490	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1572			
123	123	488	488	4.0	0	0	Chord	4/4	3	1	1	1	1	1573	-tan-		
123	123	488	488	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	1574		86	
123	123	490	490	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	1575		86	
123	123	488	488	4.0	0	0	Chord	4/4	5	1	1	1	1	1576	-tan-		
124	124	492	492	4.0	0	0	Chord	4/4	1	1	1	1	1	1577			
124	124	492	492	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	1578			
124	124	494	494	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1579			
124	124	492	492	4.0	0	0	Chord	4/4	3	1	1	1	1	1580			
124	124	492	492	4.0	0	0	Chord	4/4	4	1	1	1	1	1581			
124	124	492	492	4.0	0	0	Chord	4/4	5	1	1	1	1	1582			
125	125	496	496	4.0	0	0	Chord	4/4	1	1	1	1	1	1583	-tem.		
125	125	496	496	4.0	0	0	Chord	4/4	2	1	1	1	1	1584	-tem.		
125	125	496	496	4.0	0	0	Chord	4/4	3	1	1	1	1	1585	-tem.		
125	125	496	496	4.0	0	0	Chord	4/4	4	1	1	1	1	1586	-tem.		
125	125	496	496	4.0	0	0	Chord	4/4	5	1	1	1	1	1587	-tem.		
126	126	500	500	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	1588	Glo-		
126	126	506	506	2.0	3/2	3/2	Chord	3/2	1	1	1/2	1/2	1	1589	-ri-		
126	126	508	508	4.0	2	2	Chord	3/2	1	1	1	1	1	1590	-a		
126	126	500	500	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	1591	Glo-		
126	126	506	506	2.0	3/2	3/2	Chord	3/2	2	1	1/2	1/2	1	1592	-ri-		
126	126	508	508	4.0	2	2	Chord	3/2	2	1	1	1	1	1593	-a		
126	126	500	500	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	1594	Glo-		
126	126	506	506	2.0	3/2	3/2	Chord	3/2	3	1	1/2	1/2	1	1595	-ri-		
126	126	508	508	4.0	2	2	Chord	3/2	3	1	1	1	1	1596	-a		
126	126	500	500	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	1597	Glo-		
126	126	506	506	2.0	3/2	3/2	Chord	3/2	4	1	1/2	1/2	1	1598	-ri-		
126	126	508	508	4.0	2	2	Chord	3/2	4	1	1	1	1	1599	-a		
126	126	500	500	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	1600	Glo-		
126	126	506	506	2.0	3/2	3/2	Chord	3/2	5	1	1/2	1/2	1	1601	-ri-		
126	126	508	508	4.0	2	2	Chord	3/2	5	1	1	1	1	1602	-a		
127	127	512	512	4.0	0	0	Chord	3/2	1	1	1	1	1	1603	Pa-		
127	127	516	516	4.0	1	1	Chord	3/2	1	1	1	1	1	1604	-tri		
127	127	520	520	4.0	2	2	Chord	3/2	1	1	1	1	1	1605	et		
127	127	512	512	4.0	0	0	Chord	3/2	2	1	1	1	1	1606	Pa-		
127	127	516	516	4.0	1	1	Chord	3/2	2	1	1	1	1	1607	-tri		
127	127	520	520	4.0	2	2	Chord	3/2	2	1	1	1	1	1608	et		
127	127	512	512	4.0	0	0	Chord	3/2	3	1	1	1	1	1609	Pa-		
127	127	516	516	4.0	1	1	Chord	3/2	3	1	1	1	1	1610	-tri		
127	127	520	520	4.0	2	2	Chord	3/2	3	1	1	1	1	1611	et		
127	127	512	512	4.0	0	0	Chord	3/2	4	1	1	1	1	1612	Pa-		
127	127	516	516	4.0	1	1	Chord	3/2	4	1	1	1	1	1613	-tri		
127	127	520	520	4.0	2	2	Chord	3/2	4	1	1	1	1	1614	et		
127	127	512	512	4.0	0	0	Chord	3/2	5	1	1	1	1	1615	Pa-		
127	127	516	516	4.0	1	1	Chord	3/2	5	1	1	1	1	1616	-tri		
127	127	520	520	4.0	2	2	Chord	3/2	5	1	1	1	1	1617	et		
128	128	524	524	8.0	0	0	Chord	3/2	1	1	2	2	1	1618	Fi-		
128	128	532	532	4.0	2	2	Chord	3/2	1	1	1	1	1	1619	-li-		
128	128	524	524	8.0	0	0	Chord	3/2	2	1	2	2	1	1620	Fi-		
128	128	532	532	4.0	2	2	Chord	3/2	2	1	1	1	1	1621	-li-		
128	128	524	524	8.0	0	0	Chord	3/2	3	1	2	2	1	1622	Fi-		
128	128	532	532	4.0	2	2	Chord	3/2	3	1	1	1	1	1623	-li-		
128	128	524	524	8.0	0	0	Chord	3/2	4	1	2	2	1	1624	Fi-		
128	128	532	532	4.0	2	2	Chord	3/2	4	1	1	1	1	1625	-li-		
128	128	524	524	8.0	0	0	Chord	3/2	5	1	2	2	1	1626	Fi-		
128	128	532	532	4.0	2	2	Chord	3/2	5	1	1	1	1	1627	-li-		
129	129	536	536	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	1628	-o		
129	129	542	542	1.0	3/2	3/2	Chord	3/2	1	1	1/4	1/4	1	1629			
129	129	543	543	1.0	7/4	7/4	Chord	3/2	1	1	1/4	1/4	1	1630			
129	129	544	544	4.0	2	2	Chord	3/2	1	1	1	1	1	1631			
129	129	536	536	12.0	0	0	Chord	3/2	2	1	3	2	3/2	1632	-o		
129	129	536	536	12.0	0	0	Chord	3/2	3	1	3	2	3/2	1633	-o		
129	129	536	536	12.0	0	0	Chord	3/2	4	1	3	2	3/2	1634	-o		
129	129	536	536	12.0	0	0	Chord	3/2	5	1	3	2	3/2	1635	-o		
130	130	548	548	4.0	0	0	Chord	3/2	1	1	1	1	1	1636	et		
130	130	552	552	4.0	1	1	Chord	3/2	1	1	1	1	1	1637	Spi-		
130	130	556	556	4.0	2	2	Chord	3/2	1	1	1	1	1	1638	-ri-		
130	130	548	548	4.0	0	0	Chord	3/2	2	1	1	1	1	1639	et		
130	130	552	552	4.0	1	1	Chord	3/2	2	1	1	1	1	1640	spi-		
130	130	556	556	4.0	2	2	Chord	3/2	2	1	1	1	1	1641	-ri-		
130	130	548	548	4.0	0	0	Chord	3/2	3	1	1	1	1	1642	et		
130	130	552	552	4.0	1	1	Chord	3/2	3	1	1	1	1	1643	Spi-		
130	130	556	556	4.0	2	2	Chord	3/2	3	1	1	1	1	1644	-ri-		
130	130	548	548	4.0	0	0	Chord	3/2	4	1	1	1	1	1645	et		
130	130	552	552	4.0	1	1	Chord	3/2	4	1	1	1	1	1646	Spi-		
130	130	556	556	4.0	2	2	Chord	3/2	4	1	1	1	1	1647	-ri-		
130	130	548	548	4.0	0	0	Chord	3/2	5	1	1	1	1	1648	et		
130	130	552	552	4.0	1	1	Chord	3/2	5	1	1	1	1	1649	Spi-		
130	130	556	556	4.0	2	2	Chord	3/2	5	1	1	1	1	1650	-ri-		
131	131	560	560	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	1651	-tu-	87	
131	131	566	566	2.0	3/2	3/2	Chord	3/2	1	1	1/2	1/2	1	1652		87	
131	131	568	568	4.0	2	2	Chord	3/2	1	1	1	1	1	1653			
131	131	560	560	12.0	0	0	Chord	3/2	2	1	3	2	3/2	1654	-tu-		
131	131	560	560	8.0	0	0	Chord	3/2	3	1	2	2	1	1655	-tu-		
131	131	568	568	4.0	2	2	Chord	3/2	3	1	1	1	1	1656	-i		
131	131	560	560	12.0	0	0	Chord	3/2	4	1	3	2	3/2	1657	-tu-		
131	131	560	560	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	1658	-tu-		
131	131	566	566	2.0	3/2	3/2	Chord	3/2	5	1	1/2	1/2	1	1659	-i		
131	131	568	568	4.0	2	2	Chord	3/2	5	1	1	1	1	1660	Sanc-	88	
132	132	572	572	4.0	0	0	Chord	3/2	1	1	1	1	1	1661	-­i		
132	132	576	576	8.0	1	1	Chord	3/2	1	1	2	2	1	1662	Sanc-		
132	132	572	572	4.0	0	0	Chord	3/2	2	1	1	1	1	1663	-­i		
132	132	576	576	4.0	1	1	Chord	3/2	2	1	1	1	1	1664	Sanc-		
132	132	580	580	4.0	2	2	Chord	3/2	2	1	1	1	1	1665			
132	132	572	572	12.0	0	0	Chord	3/2	3	1	3	2	3/2	1666	Sanc-		
132	132	572	572	4.0	0	0	Chord	3/2	4	1	1	1	1	1667	-­i		
132	132	576	576	8.0	1	1	Chord	3/2	4	1	2	2	1	1668	Sanc-		
132	132	572	572	4.0	0	0	Chord	3/2	5	1	1	1	1	1669	-­-	88	
132	132	576	576	8.0	1	1	Chord	3/2	5	1	2	2	1	1670			
133	133	584	584	12.0	0	0	Chord	3/2	1	1	3	2	3/2	1671	-to		
133	133	584	584	12.0	0	0	Chord	3/2	2	1	3	2	3/2	1672	-to		
133	133	584	584	12.0	0	0	Chord	3/2	3	1	3	2	3/2	1673	-to		
133	133	584	584	12.0	0	0	Chord	3/2	4	1	3	2	3/2	1674	-to		
133	133	584	584	12.0	0	0	Chord	3/2	5	1	3	2	3/2	1675	-to		
134	134	596	596	4.0	0	0	Chord	3/2	1	1	1	1	1	1676	et		
134	134	600	600	4.0	1	1	Chord	3/2	1	1	1	1	1	1677	Spi-		
134	134	604	604	4.0	2	2	Chord	3/2	1	1	1	1	1	1678	-ri-		
134	134	596	596	4.0	0	0	Chord	3/2	2	1	1	1	1	1679	et		
134	134	600	600	4.0	1	1	Chord	3/2	2	1	1	1	1	1680	Spi-		
134	134	604	604	4.0	2	2	Chord	3/2	2	1	1	1	1	1681	-ri-		
134	134	596	596	4.0	0	0	Chord	3/2	3	1	1	1	1	1682	et		
134	134	600	600	4.0	1	1	Chord	3/2	3	1	1	1	1	1683	Spi-		
134	134	604	604	4.0	2	2	Chord	3/2	3	1	1	1	1	1684	-ri-		
134	134	596	596	4.0	0	0	Chord	3/2	4	1	1	1	1	1685	et		
134	134	600	600	4.0	1	1	Chord	3/2	4	1	1	1	1	1686	Spi-		
134	134	604	604	4.0	2	2	Chord	3/2	4	1	1	1	1	1687	-ri-		
134	134	596	596	4.0	0	0	Chord	3/2	5	1	1	1	1	1688	et		
134	134	600	600	4.0	1	1	Chord	3/2	5	1	1	1	1	1689	Spi-		
134	134	604	604	4.0	2	2	Chord	3/2	5	1	1	1	1	1690	-ri-		
135	135	608	608	6.0	0	0	Chord	3/2	1	1	3/2	1	3/2	1691	-tu-	89	
135	135	614	614	2.0	3/2	3/2	Chord	3/2	1	1	1/2	1/2	1	1692		89	
135	135	616	616	4.0	2	2	Chord	3/2	1	1	1	1	1	1693			
135	135	608	608	12.0	0	0	Chord	3/2	2	1	3	2	3/2	1694	-tu-		
135	135	608	608	12.0	0	0	Chord	3/2	3	1	3	2	3/2	1695	-tu-		
135	135	608	608	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	1696	-tu-	90	
135	135	614	614	1.0	3/2	3/2	Chord	3/2	4	1	1/4	1/4	1	1697		90	
135	135	615	615	1.0	7/4	7/4	Chord	3/2	4	1	1/4	1/4	1	1698		90	
135	135	616	616	4.0	2	2	Chord	3/2	4	1	1	1	1	1699			
135	135	608	608	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	1700	-tu-		
135	135	614	614	2.0	3/2	3/2	Chord	3/2	5	1	1/2	1/2	1	1701	-i		
135	135	616	616	4.0	2	2	Chord	3/2	5	1	1	1	1	1702	Sanc-	91	
136	136	620	620	4.0	0	0	Chord	3/2	1	1	1	1	1	1703	-i		
136	136	624	624	8.0	1	1	Chord	3/2	1	1	2	2	1	1704	Sanc-		
136	136	620	620	4.0	0	0	Chord	3/2	2	1	1	1	1	1705	-i		
136	136	624	624	4.0	1	1	Chord	3/2	2	1	1	1	1	1706	Sanc-		
136	136	628	628	4.0	2	2	Chord	3/2	2	1	1	1	1	1707			
136	136	620	620	4.0	0	0	Chord	3/2	3	1	1	1	1	1708	-i		
136	136	624	624	8.0	1	1	Chord	3/2	3	1	2	2	1	1709	Sanc-		
136	136	620	620	4.0	0	0	Chord	3/2	4	1	1	1	1	1710	-i		
136	136	624	624	8.0	1	1	Chord	3/2	4	1	2	2	1	1711	Sanc-		
136	136	620	620	4.0	0	0	Chord	3/2	5	1	1	1	1	1712		91	
136	136	624	624	8.0	1	1	Chord	3/2	5	1	2	2	1	1713			
137	137	632	632	12.0	0	0	Chord	3/2	1	1	3	2	3/2	1714	-to.		
137	137	632	632	12.0	0	0	Chord	3/2	2	1	3	2	3/2	1715	-to.		
137	137	632	632	12.0	0	0	Chord	3/2	3	1	3	2	3/2	1716	-to.		
137	137	632	632	12.0	0	0	Chord	3/2	4	1	3	2	3/2	1717	-to.		
137	137	632	632	12.0	0	0	Chord	3/2	5	1	3	2	3/2	1718	-to.		
138	138	644	644	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1719	Si-		
138	138	645	645	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1720	-cut		
138	138	646	646	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1721	e-		
138	138	647	647	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1722	-rat		
139	139	648	648	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1723	in		
139	139	649	649	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1724	prin-		
139	139	650	650	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	1725	-ci-		
139	139	1303/2	1303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1726	-pi-		
139	139	648	648	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1727	Si-		
139	139	649	649	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1728	-cut		
139	139	650	650	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1729	e-		
139	139	651	651	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1730	-rat		
140	140	652	652	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1731	-o		
140	140	653	653	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1732	et		
140	140	654	654	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1733	nunc		
140	140	655	655	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1734	et		
140	140	652	652	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1735	in		
140	140	653	653	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1736	prin-		
140	140	654	654	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	1737	-ci-		
